origin_stop_id,dest_stop_id,time_bin_id,is_structural_zero,primary_reason,triggered_rules,feasible,minimum_transfers,minimum_initial_wait_minutes,minimum_journey_time_minutes,feasible_departure_count,earliest_arrival_seconds
BERNEX_HAINARD,GENEVE_PLAINPALAIS,t0830,false,,,true,1,0,27.983333333333334,9,31680
BERNEX_HAINARD,GENEVE_PONT_D_ARVE,t0700,false,,,true,1,0,28.983333333333334,12,26280
BERNEX_HAINARD,GENEVE_PONT_D_ARVE,t0730,false,,,true,1,0,30.983333333333334,13,28140
BERNEX_HAINARD,GENEVE_PONT_D_ARVE,t0800,false,,,true,1,0,29.983333333333334,13,29880
BERNEX_HAINARD,GENEVE_PONT_D_ARVE,t0830,false,,,true,1,0,29.983333333333334,9,31740
BERNEX_HAINARD,GENEVE_POTERIE,t0700,false,,,true,0,0,30.983333333333334,12,26400
BERNEX_HAINARD,GENEVE_POTERIE,t0730,false,,,true,0,0,31.983333333333334,13,28200
BERNEX_HAINARD,GENEVE_POTERIE,t0800,false,,,true,0,0,31.983333333333334,13,29880
BERNEX_HAINARD,GENEVE_POTERIE,t0830,false,,,true,0,0,31.983333333333334,9,31860
BERNEX_HAINARD,GENEVE_RIVE,t0700,false,,,true,1,0,26.983333333333334,12,26160
BERNEX_HAINARD,GENEVE_RIVE,t0730,false,,,true,1,0,26.983333333333334,13,27900
BERNEX_HAINARD,GENEVE_RIVE,t0800,false,,,true,1,0,27.983333333333334,13,29580
BERNEX_HAINARD,GENEVE_RIVE,t0830,false,,,true,1,0,26.983333333333334,8,31560
BERNEX_HAINARD,GENEVE_SERVETTE,t0700,false,,,true,0,0,31.983333333333334,12,26460
BERNEX_HAINARD,GENEVE_SERVETTE,t0730,false,,,true,0,0,33.983333333333334,13,28320
BERNEX_HAINARD,GENEVE_SERVETTE,t0800,false,,,true,0,0,33.983333333333334,13,30000
BERNEX_HAINARD,GENEVE_SERVETTE,t0830,false,,,true,0,0,32.983333333333334,9,31920
BERNEX_HAINARD,GENEVE_STAND,t0700,false,,,true,0,0,21.983333333333334,12,25860
BERNEX_HAINARD,GENEVE_STAND,t0730,false,,,true,0,0,22.983333333333334,13,27660
BERNEX_HAINARD,GENEVE_STAND,t0800,false,,,true,0,0,22.983333333333334,13,29340
BERNEX_HAINARD,GENEVE_STAND,t0830,false,,,true,0,0,21.983333333333334,9,31260
BERNEX_HAINARD,GENEVE_TERRASSIERE,t0700,false,,,true,1,0,27.983333333333334,12,26220
BERNEX_HAINARD,GENEVE_TERRASSIERE,t0730,false,,,true,1,0,28.983333333333334,13,28020
BERNEX_HAINARD,GENEVE_TERRASSIERE,t0800,false,,,true,1,0,28.983333333333334,13,29700
BERNEX_HAINARD,GENEVE_TERRASSIERE,t0830,false,,,true,1,0,27.983333333333334,8,31620
BERNEX_HAINARD,GENEVE_VIEUSSEUX,t0700,false,,,true,0,0,32.983333333333334,12,26520
BERNEX_HAINARD,GENEVE_VIEUSSEUX,t0730,false,,,true,0,0,34.983333333333334,13,28380
BERNEX_HAINARD,GENEVE_VIEUSSEUX,t0800,false,,,true,0,0,34.983333333333334,13,30060
BERNEX_HAINARD,GENEVE_VIEUSSEUX,t0830,false,,,true,0,0,33.983333333333334,9,31980
BERNEX_HAINARD,GENEVE_VILLEREUSE,t0700,false,,,true,1,0,28.983333333333334,12,26280
BERNEX_HAINARD,GENEVE_VILLEREUSE,t0730,false,,,true,1,0,29.016666666666666,13,28022
BERNEX_HAINARD,GENEVE_VILLEREUSE,t0800,false,,,true,1,0,29.983333333333334,13,29702
BERNEX_HAINARD,GENEVE_VILLEREUSE,t0830,false,,,true,1,0,28.983333333333334,8,31680
BERNEX_HAINARD,GRAND_LANCY_DE_STAEL,t0700,false,,,true,1,0,39.983333333333334,12,26940
BERNEX_HAINARD,GRAND_LANCY_DE_STAEL,t0730,false,,,true,1,0,41.983333333333334,13,28800
BERNEX_HAINARD,GRAND_LANCY_DE_STAEL,t0800,false,,,true,1,0,40.983333333333334,13,30540
BERNEX_HAINARD,GRAND_LANCY_DE_STAEL,t0830,false,,,true,1,0,40.983333333333334,9,32400
BERNEX_HAINARD,GRAND_LANCY_PALETTES,t0700,false,,,true,1,0,48.983333333333334,12,27540
BERNEX_HAINARD,GRAND_LANCY_PALETTES,t0730,false,,,true,1,0,48.983333333333334,13,29340
BERNEX_HAINARD,GRAND_LANCY_PALETTES,t0800,false,,,true,1,0,47.983333333333334,13,31080
BERNEX_HAINARD,GRAND_LANCY_PALETTES,t0830,false,,,true,1,0,46.983333333333334,9,32820
BERNEX_HAINARD,GRAND_LANCY_PONTETS,t0700,false,,,true,1,0,46.983333333333334,12,27420
BERNEX_HAINARD,GRAND_LANCY_PONTETS,t0730,false,,,true,1,0,46.983333333333334,13,29220
BERNEX_HAINARD,GRAND_LANCY_PONTETS,t0800,false,,,true,1,0,45.983333333333334,13,30960
BERNEX_HAINARD,GRAND_LANCY_PONTETS,t0830,false,,,true,1,0,44.983333333333334,9,32700
BERNEX_HAINARD,LANCY_BACHET_GARE,t0700,false,,,true,1,0,40.983333333333334,12,27000
BERNEX_HAINARD,LANCY_BACHET_GARE,t0730,false,,,true,1,0,42.983333333333334,13,28860
BERNEX_HAINARD,LANCY_BACHET_GARE,t0800,false,,,true,1,0,42.983333333333334,13,30600
BERNEX_HAINARD,LANCY_BACHET_GARE,t0830,false,,,true,1,0,41.983333333333334,9,32520
