origin_stop_id,dest_stop_id,time_bin_id,true_flow,estimated_flow,error
MEYRIN_GRAVIERE,BERNEX_VAILLY,t0800,62.099998474121094,77.82440398721377,15.724405513092677
MEYRIN_GRAVIERE,BERNEX_VAILLY,t0830,31.049999237060547,24.36552630862333,-6.684472928437216
MEYRIN_GRAVIERE,PETIT_LANCY_LES_ESSERTS,t0700,52.5,46.81010192183892,-5.689898078161079
MEYRIN_GRAVIERE,PETIT_LANCY_LES_ESSERTS,t0730,31.25,44.166421269761585,12.916421269761585
MEYRIN_GRAVIERE,PETIT_LANCY_LES_ESSERTS,t0800,20.0,4.967845250160624,-15.032154749839375
MEYRIN_GRAVIERE,PETIT_LANCY_LES_ESSERTS,t0830,47.5,53.90888326228851,6.408883262288512
ONEX_SALLE_COMMUNALE,VERNIER_BOUCHET,t0700,10.5,9.239841709440961,-1.2601582905590387
ONEX_SALLE_COMMUNALE,VERNIER_BOUCHET,t0730,34.5,34.42713922798409,-0.07286077201590757
ONEX_SALLE_COMMUNALE,VERNIER_BOUCHET,t0800,23.25,24.0656308874938,0.8156308874937999
ONEX_SALLE_COMMUNALE,VERNIER_BOUCHET,t0830,15.0,15.220461138579088,0.220461138579088
PETIT_LANCY_PLACE,MEYRIN_GRAVIERE,t0700,29.75,29.560462006907095,-0.1895379930929053
PETIT_LANCY_PLACE,MEYRIN_GRAVIERE,t0730,15.300000190734863,15.153069554658417,-0.14693063607644596
PETIT_LANCY_PLACE,MEYRIN_GRAVIERE,t0800,37.400001525878906,37.076235597184656,-0.32376592869425025
PETIT_LANCY_PLACE,MEYRIN_GRAVIERE,t0830,20.399999618530273,20.256724919635744,-0.1432746988945297
THONEX_MOILLESULAZ,GENEVE_PONT_D_ARVE,t0700,17.100000381469727,22.21396299279197,5.113962611322243
THONEX_MOILLESULAZ,GENEVE_PONT_D_ARVE,t0730,30.399999618530273,21.4002419009501,-8.999757717580174
THONEX_MOILLESULAZ,GENEVE_PONT_D_ARVE,t0800,51.29999923706055,52.63667478763807,1.3366755505775245
THONEX_MOILLESULAZ,GENEVE_PONT_D_ARVE,t0830,25.649999618530273,27.65231967918973,2.002320060659457
THONEX_MOILLESULAZ,LANCY_BACHET_GARE,t0700,44.099998474121094,38.47215149226699,-5.6278469818541055
THONEX_MOILLESULAZ,LANCY_BACHET_GARE,t0730,26.25,34.12216766223849,7.872167662238489
THONEX_MOILLESULAZ,LANCY_BACHET_GARE,t0800,16.799999237060547,17.020078462553172,0.2200792254926256
THONEX_MOILLESULAZ,LANCY_BACHET_GARE,t0830,39.900001525878906,37.90207201914813,-1.9979295067307774
VERNIER_AVANCHETS_ETANG,CAROUGE_GE_MARCHE,t0700,16.100000381469727,15.117177683255244,-0.9828226982144823
VERNIER_AVANCHETS_ETANG,CAROUGE_GE_MARCHE,t0730,52.900001525878906,50.97771115242739,-1.922290373451517
VERNIER_AVANCHETS_ETANG,CAROUGE_GE_MARCHE,t0800,35.650001525878906,36.5195469152895,0.8695453894105967
VERNIER_AVANCHETS_ETANG,CAROUGE_GE_MARCHE,t0830,23.0,22.174853900764553,-0.8251460992354467
VERNIER_BOUCHET,ONEX_SALLE_COMMUNALE,t0700,43.75,43.723707873116226,-0.026292126883774358
VERNIER_BOUCHET,ONEX_SALLE_COMMUNALE,t0730,22.5,24.285513870015585,1.7855138700155848
VERNIER_BOUCHET,ONEX_SALLE_COMMUNALE,t0800,55.0,54.93164367044897,-0.06835632955102966
VERNIER_BOUCHET,ONEX_SALLE_COMMUNALE,t0830,30.0,29.790428282349744,-0.20957171765025606
